gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,512_1,512_2,512_3
b0985,TI83333S000954,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1047168-1047914,b0985,6.986885865,7.045666771,6.94306065,7.016624729,7.070961524,7.018157715
b0986,TI83333S000955,CDS,putative regulator,putative synthetase,"Escherichia coli K12, complete genome.",NC_000913,1047911-1048555,b0986,6.546452271,6.523176519,6.506991824,6.549036587,6.532319013,6.612610354
b0987,TI83333S000956,CDS,putative membrane glycoprotein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,1048662-1048985,b0987,9.987838261,10.0460254,9.909911747,10.01607234,10.0225545,9.767426317
b0988,TI83333S000957,CDS,IS1 protein InsB,,"Escherichia coli K12, complete genome.",NC_000913,1049250-1049753,b0988,12.70250796,12.54297,12.60096388,13.676396,13.94928833,13.76708344
b0989,TI83333S000958,CDS,cold shock-like protein,"cold shock-like protein, nucleic acid-binding domain; go_process: response to temperature [goid 0009266]","Escherichia coli K12, complete genome.",NC_000913,1050186-1050398,b0989,12.55383686,11.5622836,11.88007455,11.50511625,11.74558171,10.9238603
b0990,TI83333S000959,CDS,homolog of Salmonella cold shock protein,"low-temperature-responsive gene, nucleic acid-binding domain; go_process: response to temperature [goid 0009266]","Escherichia coli K12, complete genome.",NC_000913,1050684-1050896,b0990,16.35509455,15.8513031,15.39720823,16.71220631,16.35717165,16.6575058
b0991,TI83333S000960,CDS,suppresses fabA and ts growth mutation,,"Escherichia coli K12, complete genome.",NC_000913,1051070-1051300,b0991,9.90501192,9.693598096,8.924863268,10.23891665,10.04888839,10.16484018
b0992,TI83333S000961,CDS,putative ferredoxin-type protein,,"Escherichia coli K12, complete genome.",NC_000913,1051512-1052585,b0992,9.340960525,9.023176513,9.669509096,10.14253854,10.39881808,10.69861207
b0993,TI83333S000962,CDS,"hybrid sensory histidine kinase in two-component regulatory system with TorR, regulates TMAO reductase regulatory system I, senses TMAO",EcoGene suggests alternate start codon; sensor protein torS (regulator TorR); go_component: inner membrane [goid 0019866]; go_process: anaerobic respiration [goid 0009061]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,1052657-1055371,b0993,9.188994678,9.130968669,9.135271492,9.199789116,9.315049322,9.319409762
b0994,TI83333S000963,CDS,"part of regulation of tor operon, periplasmic",periplasmic sensory protein associated with the TorRS two-component regulatory system; go_component: periplasmic space [goid 0042597]; go_process: anaerobic respiration [goid 0009061]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,1055484-1056512,b0994,10.30718527,10.18712637,10.46861106,10.33573043,10.44688035,10.51322136
b0995,TI83333S000964,CDS,"response regulator in two-component regulatory system with TorS, regulates TMAO reductase regulatory system I (torCAD)",response transcriptional regulator for torA (sensor TorS); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: anaerobic respiration [goid 0009061]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,1056485-1057177,b0995,11.1026688,10.99374487,11.16157451,10.98969248,11.21091996,11.20043226
b0996,TI83333S000965,CDS,"cytochrome c-type protein in TMAO respiration; with TorA, also negativer regulator of tor operon","trimethylamine N-oxide reductase, cytochrome c-type subunit; go_component: periplasmic space [goid 0042597]; go_function: electron carrier activity [goid 0009055]; go_function: transcriptional repressor activity [goid 0016564]; go_process: anaerobic respiration [goid 0009061]; go_process: cytochrome biogenesis [goid 0017004]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,1057307-1058479,b0996,7.168953111,7.122943076,7.143634587,7.250686162,7.294040037,7.242346051
b0997,TI83333S000966,CDS,trimethylamine N-oxide reductase subunit,"trimethylamine N-oxide reductase system I, with TorC; go_component: periplasmic space [goid 0042597]; go_function: electron acceptor activity [goid 0009054]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,1058479-1061025,b0997,9.709485442,9.668336919,9.656257026,9.773394085,9.862783732,9.910566867
b0998,TI83333S000967,CDS,chaperone protein TorD,"TorD;Involved in the biogenesis of torA. Acts on torA before the insertion of the molybdenum cofactor and, as a result, probably favors a conformation of the apoenzyme that is competent for acquiring the cofactor; go_component: cytoplasm [goid 0005737]; go_process: protein folding [goid 0006457]","Escherichia coli K12, complete genome.",NC_000913,1061022-1061621,b0998,9.562681658,9.395784216,9.551515036,9.739822309,9.708141288,9.685382348
b0999,TI83333S000968,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1061773-1062078,b0999,12.18677538,12.05026306,12.61378188,11.84347211,12.13687549,12.46157361
b1000,TI83333S000969,CDS,"curved DNA-binding protein, co-chaperone of DnaK (Hsp40 family)",curved DNA-binding protein; functions closely related to DnaJ; go_component: cytoplasm [goid 0005737]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,1062078-1062998,b1000,13.72144739,13.53960366,14.06880195,13.18282679,13.41123212,13.7269073
b1001,TI83333S000970,CDS,putative hemoglobin-binding protein,,"Escherichia coli K12, complete genome.",NC_000913,1063259-1064515,b1001,7.054336038,6.985026247,7.008216273,6.986555995,7.012625779,6.970630594
b1002,TI83333S000971,CDS,glucose-1-phosphatase,periplasmic glucose-1-phosphatase; go_component: periplasmic space [goid 0042597]; go_process: glucose metabolism [goid 0006006],"Escherichia coli K12, complete genome.",NC_000913,1064808-1066049,b1002,12.40963552,12.28588215,12.56055798,12.05130243,12.06140931,12.34039266
b1003,TI83333S000972,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1066087-1066314,b1003,14.24621551,13.95084534,14.60491063,13.61809042,13.88876111,14.50907566
b1004,TI83333S000973,CDS,TrpR binding protein WrbA,stationary phase protein that binds TrpR repressor; go_component: cytoplasm [goid 0005737]; go_process: tryptophan biosynthesis [goid 0000162],"Escherichia coli K12, complete genome.",NC_000913,1066335-1066931,b1004,14.65725938,14.30583465,14.95901339,14.12263743,14.35022388,14.93187302
b1005,TI83333S000974,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1067141-1067371,b1005,13.5610624,13.17715191,13.49259683,11.76894941,12.0266927,11.83952201
b1006,TI83333S000975,CDS,putative transport protein,EcoGene suggests alternate start codon; putative uracil transport protein (NCS2 family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,1067734-1069128,b1006,9.725839594,9.675587133,9.705612846,9.919873944,10.02358937,9.935325618
b1007,TI83333S000976,CDS,putative flavin:NADH reductase,EcoGene suggests alternate start codon; putative oxidoreductase component,"Escherichia coli K12, complete genome.",NC_000913,1069083-1069541,b1007,7.976775048,8.05325583,7.898163841,8.086680628,8.139709002,8.02065871
b1008,TI83333S000977,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1069588-1070178,b1008,8.010332729,8.065509673,7.950424077,8.184744803,8.354593207,8.06852569
b1009,TI83333S000978,CDS,putative hydrolase,,"Escherichia coli K12, complete genome.",NC_000913,1070188-1070988,b1009,7.768811213,7.727138141,7.691207801,7.899196647,7.978100493,7.869272857
b1010,TI83333S000979,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1070996-1071382,b1010,10.12725272,10.05951439,10.0518199,10.14779538,10.27239181,10.2181335
b1011,TI83333S000980,CDS,hypothetical isochorismatase family protein,EcoGene suggests alternate start codon; putative amidohydrolase,"Escherichia coli K12, complete genome.",NC_000913,1071394-1072128,b1011,7.993247814,7.84418658,7.857292253,7.958020524,8.013857607,7.941289107
b1012,TI83333S000981,CDS,putative enzyme,putative monooxygenase,"Escherichia coli K12, complete genome.",NC_000913,1072086-1073234,b1012,8.947146832,8.864918061,8.719462181,8.99897784,9.134440386,9.00085834
b1013,TI83333S000982,CDS,hypothetical transcriptional regulator,putative transcriptional repressor (TetR/AcrR family); go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,1073465-1074103,b1013,12.37615913,12.07634144,12.32594128,12.30149572,12.41948859,12.44729317
b1014,TI83333S000983,CDS,multifunctional: proline dehydrogenase (in membrane); pyrroline-5-carboxylate dehydrogenase (in membrane); transcriptional repressor of proline synthesis (in cytoplasm),"proline dehydrogenase, P5C dehydrogenase; go_component: cytoplasm [goid 0005737]; go_function: electron donor activity [goid 0009053]; go_function: transcriptional repressor activity [goid 0016564]; go_process: amino acid catabolism [goid 0009063]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,1074143-1078105,b1014,10.61360194,10.75783079,10.83456782,11.00640244,11.01446765,10.95940589
b1015,TI83333S000984,CDS,major sodium/proline symporter,major sodium:proline symporter (SSS family); go_component: inner membrane [goid 0019866]; go_function: proline:sodium symporter activity [goid 0005298]; go_process: proline biosynthesis [goid 0006561],"Escherichia coli K12, complete genome.",NC_000913,1078528-1080036,b1015,11.75173567,11.94470525,11.63375215,12.1545485,11.96778032,11.87140425
b1018,TI83333S000985,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1081466-1082593,b1018,12.23566591,12.65449755,11.94078972,12.87683419,12.39114239,12.24261657
b1019,TI83333S000986,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1082599-1083870,b1019,10.98874327,11.45880532,10.81476916,11.85721171,11.21055573,11.04710257
b1020,TI83333S000987,CDS,"PhoB-dependent, ATP-binding pho regulon component","PhoB-dependent, ATP-binding pho regulon component; may be helicase; induced by P starvation; go_component: cytoplasm [goid 0005737]; go_process: phosphorus metabolism [goid 0006793]; go_process: response to starvation [goid 0042594]","Escherichia coli K12, complete genome.",NC_000913,1084215-1085279,b1020,10.40159156,10.34347854,10.60374546,10.02365605,10.51949498,10.55051277
b1021,TI83333S000988,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1085329-1085742,b1021,9.173768588,8.888048405,9.012830537,9.082327037,9.051312982,9.145702809
b1022,TI83333S000989,CDS,putative transport protein (VGP family),go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,1085744-1087069,b1022,7.056916498,7.017632567,6.899729838,7.098967921,7.066586071,7.042533563
b1023,TI83333S000990,CDS,putative lipoprotein,go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,1087062-1089080,b1023,6.669415968,6.695725884,6.622622577,6.739539051,6.740268135,6.738606034
b1024,TI83333S000991,CDS,putative outer membrane protein,go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,1089089-1091512,b1024,9.229178003,9.148160403,9.131567756,9.180683702,9.329512694,9.516228213
b1025,TI83333S000992,CDS,putative transmembrane protein,,"Escherichia coli K12, complete genome.",NC_000913,1092099-1093457,b1025,7.86169428,7.434571247,7.610808439,7.461609203,7.505494508,7.716774336
b1026,TI83333S000993,CDS,putative transposase for IS3,transposase insF for insertion sequence IS3,"Escherichia coli K12, complete genome.",NC_000913,1093498-1094364,b1026,11.60796105,11.56546031,11.70070179,11.63295201,11.70655094,11.79594556
b1027,TI83333S000994,CDS,putative transposase-related protein,transposase insE for insertion sequence IS3,"Escherichia coli K12, complete genome.",NC_000913,1094361-1094669,b1027,12.00834277,11.97358747,12.17173723,12.10236658,12.15749893,12.12906726
b1028,TI83333S000995,CDS,putative malonyl-CoA:Acyl carrier protein transacylase,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,1094746-1095069,b1028,6.629311753,6.578820717,6.591831794,6.705979248,6.715650986,6.675823762
b1029,TI83333S000996,CDS,putative enzyme,,"Escherichia coli K12, complete genome.",NC_000913,1095066-1096052,b1029,7.497578832,7.404219292,7.392902814,7.485633786,7.509488492,7.518270313
b1033,TI83333S000997,CDS,2-ketoacid reductase,putative dehydrogenase,"Escherichia coli K12, complete genome.",NC_000913,1097070-1098047,b1033,13.01454424,13.0446268,13.06806956,13.20063372,13.20037417,13.52779548
b1034,TI83333S000998,CDS,hypothetical protein,go_process: DNA dependent DNA replication [goid 0006261],"Escherichia coli K12, complete genome.",NC_000913,1098102-1098839,b1034,13.39023674,13.33596396,13.27834318,13.60893942,13.41602678,13.71509477
b1035,TI83333S000999,CDS,putative oxidoreductase component,,"Escherichia coli K12, complete genome.",NC_000913,1098863-1099417,b1035,12.6563562,12.74684083,12.50727363,12.84084472,12.75023682,12.69496195
b1036,TI83333S001000,CDS,putative transport protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,1099471-1100010,b1036,11.03941832,11.2616644,10.977268,11.44136503,11.28519338,11.15971952
b1037,TI83333S001001,CDS,"curli production assembly/transport component, 2nd curli operon","putative transcriptional regulator in curly assembly/transport, 2nd curli operon; go_component: fimbria [goid 0009289]; go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279]","Escherichia coli K12, complete genome.",NC_000913,1100074-1100907,b1037,8.932894255,8.829242208,8.829606007,8.963621436,9.113486692,9.088095869
b1038,TI83333S001002,CDS,"curli production assembly/transport component, 2nd curli operon",go_component: fimbria [goid 0009289],"Escherichia coli K12, complete genome.",NC_000913,1100934-1101350,b1038,6.74487219,6.921561631,6.620526023,6.722226353,6.682002366,6.655511343
b1039,TI83333S001003,CDS,"curli production assembly/transport component, 2nd curli operon",go_component: fimbria [goid 0009289],"Escherichia coli K12, complete genome.",NC_000913,1101375-1101764,b1039,7.577809951,7.46748537,7.438250048,7.46871237,7.419888357,7.455342519
b1040,TI83333S001004,CDS,putative 2-component transcriptional regulator for 2nd curli operon,putative transcriptional activator for curli fiber formation and fibronectin binding (LuxR/UhpA family); go_function: transcriptional activator activity [goid 0016563]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,1101769-1102419,b1040,8.267350343,8.117211891,8.364973179,7.888254281,7.788867771,8.213905598
b1041,TI83333S001005,CDS,"minor curlin subunit precursor, nucleator for assembly of adhesive surface organelles","minor curlin subunit precursor, similar ro CsgA; go_component: fimbria [goid 0009289]; go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279]; go_process: glycoprotein biosynthesis [goid 0009101]","Escherichia coli K12, complete genome.",NC_000913,1103174-1103629,b1041,8.958090479,8.937562408,8.937688079,9.000099039,9.138582325,9.188511679
