gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,WT_amox_1,WT_amox_2,WT_amox_3
b1288,TI83333S001251,CDS,enoyl-(acyl carrier protein) reductase,Catalyzes a key regulatory step in fatty acid biosynthesis; go_component: cytoplasm [goid 0005737],"Escherichia coli K12, complete genome.",NC_000913,1348275-1349063,b1288,14.8506379,14.90147963,14.82991127,14.70537198,14.94351648,14.85555155
b1289,TI83333S001252,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1349431-1349784,b1289,10.551839,10.53086028,10.53461664,10.65872955,10.54425723,10.70853593
b1290,TI83333S001253,CDS,"peptide transport protein (ABC superfamily, atp_bind)",putative ATP-binding protein of peptide transport system; go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063],"Escherichia coli K12, complete genome.",NC_000913,1349852-1350658,b1290,12.04729812,12.05830755,11.96953606,11.96580446,12.11867993,12.24962841
b1291,TI83333S001254,CDS,"peptide transport protein (ABC superfamily, atp_bind)",putative ATP-binding protein of peptide transport system; go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063],"Escherichia coli K12, complete genome.",NC_000913,1350660-1351652,b1291,11.21065986,11.31801518,11.18929207,11.22149934,11.3816068,11.48796307
b1292,TI83333S001255,CDS,homolog of Salmonella peptide transport permease protein,"peptide transport protein (ABC superfamily, membrane); go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,1351652-1352542,b1292,10.02863261,10.22365759,9.959453751,10.10587058,10.25561708,10.31676895
b1293,TI83333S001256,CDS,homolog of Salmonella peptide transport permease protein,"peptide transport protein (ABC superfamily, membrane); go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,1352529-1353494,b1293,10.50250957,10.76573694,10.47542063,10.59834708,10.77802268,10.90068102
b1294,TI83333S001257,CDS,homolog of Salmonella peptide transport periplasmic protein,"peptide transport protein (ABC superfamily, peri_bind); go_component: periplasmic space [goid 0042597]; go_process: amino acid catabolism [goid 0009063]","Escherichia coli K12, complete genome.",NC_000913,1353491-1355134,b1294,10.64434623,10.95539666,10.66999121,10.81771206,11.10252688,11.10623868
b1295,TI83333S001258,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1355447-1355692,b1295,11.3636742,11.62076054,11.47127668,11.45035617,11.71947845,11.67864002
b1296,TI83333S001259,CDS,putative amino acid/amine transport protein,EcoGene suggests alternate start codon; putative transport protein (APC family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,1355826-1357265,b1296,10.63801203,10.64008301,10.55078337,10.59558456,10.69140666,10.81120211
b1297,TI83333S001260,CDS,putative glutamine synthetase,EcoGene suggests alternate start codon; go_process: glutamine biosynthesis [goid 0006542]; go_process: nitrogen metabolism [goid 0006807],"Escherichia coli K12, complete genome.",NC_000913,1357514-1359010,b1297,10.12946868,10.38385122,9.979225952,10.04641995,10.68834507,10.65836366
b1298,TI83333S001261,CDS,probable amidotransferase subunit,EcoGene suggests alternate start codon; putative glutamine amidotransferase; go_process: amine catabolism [goid 0009310],"Escherichia coli K12, complete genome.",NC_000913,1359132-1359908,b1298,11.7473727,11.79462053,11.61228958,11.60330056,12.09508618,12.16492661
b1299,TI83333S001262,CDS,putative oxidoreductase/putative regulator,,"Escherichia coli K12, complete genome.",NC_000913,1359935-1360492,b1299,12.54415855,12.45824448,12.37764349,12.35615949,12.63569161,12.67906867
b1300,TI83333S001263,CDS,"aldehyde dehydrogenase, prefers NADP over NAD",go_component: cytoplasm [goid 0005737]; go_process: fermentation [goid 0006113],"Escherichia coli K12, complete genome.",NC_000913,1360767-1362254,b1300,9.566893428,9.584214885,9.661134974,9.703409836,9.751075416,9.800376133
b1301,TI83333S001264,CDS,probable oxidoreductase,putative oxidoreductase,"Escherichia coli K12, complete genome.",NC_000913,1362256-1363536,b1301,9.732893011,9.779971944,9.756210214,9.851786283,9.8138305,9.984644972
b1302,TI83333S001265,CDS,4-aminobutyrate aminotransferase,"4-aminobutyrate aminotransferase, PLP-dependent; go_component: cytoplasm [goid 0005737]; go_process: amine catabolism [goid 0009310]; go_process: pyridoxine biosynthesis [goid 0008615]","Escherichia coli K12, complete genome.",NC_000913,1363574-1364839,b1302,7.925153845,8.028844355,8.055550352,8.115135014,8.101623964,8.140644411
b1303,TI83333S001266,CDS,psp operon transcriptional activator,EcoGene suggests alternate start codon; transcriptional activator of phage shock (EBP family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,1364959-1365951,b1303,10.0511235,10.07513344,10.23587743,10.31401415,9.928523121,10.11774586
b1304,TI83333S001267,CDS,"phage shock protein, inner membrane protein",phage shock protein; negative regulatory gene for the psp opreon; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,1366103-1366771,b1304,11.25074126,11.19451465,10.98767024,11.24919178,11.19332822,11.02960875
b1305,TI83333S001268,CDS,phage shock protein B,"acts together with PspC to induce psp operon during infection with phage, exposure to ethanol or osmotic shock; forms a complex with PspA and C; PspC is required for PspAB binding; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,1366825-1367049,b1305,10.85057361,10.88838804,10.84716153,11.13698299,10.56089263,10.73411027
b1306,TI83333S001269,CDS,phage shock protein: activates phage shock-protein expression,phage shock protein; transcriptional activator of phage-shock protein with PspB; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,1367049-1367408,b1306,10.03716068,10.05132026,10.18706061,10.26295812,9.863168582,9.895766622
b1307,TI83333S001270,CDS,phage shock protein,,"Escherichia coli K12, complete genome.",NC_000913,1367417-1367638,b1307,11.34859213,11.34284819,11.36830701,11.50759204,11.22187817,11.30515786
b1308,TI83333S001271,CDS,phage shock protein,"thiosulfate:cyanide sulfurtransferase (rhodanese), phage shock protein","Escherichia coli K12, complete genome.",NC_000913,1367713-1368027,b1308,12.67684706,12.45858444,12.73699437,12.75748349,12.30276551,12.17241129
b1309,TI83333S001272,CDS,putative polysaccharide hydrolase,EcoGene suggests alternate start codon; putative sucrose phosphorylase; go_process: polysaccharide catabolism [goid 0000272],"Escherichia coli K12, complete genome.",NC_000913,1368213-1369919,b1309,7.041485855,7.010780682,6.971779231,7.026840107,7.044646658,7.085155728
b1310,TI83333S001273,CDS,putative ABC transporter periplasmic binding protein,"putative transport protein (ABC superfamily, peri_bind); go_component: periplasmic space [goid 0042597]","Escherichia coli K12, complete genome.",NC_000913,1369933-1371225,b1310,9.062211797,8.930724736,8.877441415,9.053505134,9.005393944,9.083666565
b1311,TI83333S001274,CDS,putative binding-protein dependent transport protein,"putative transport protein (ABC superfamily, membrane); go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,1371246-1372127,b1311,8.864678593,8.868920733,8.775954324,8.847895216,8.848417551,8.973111477
b1312,TI83333S001275,CDS,"putative transport protein (ABC superfamily, membrane)",putative transport system permease protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,1372114-1372956,b1312,10.24306915,10.21643401,10.17482992,10.32628882,10.22116552,10.31454523
b1313,TI83333S001276,CDS,"putative dehydrogenase, NAD(P)-binding",putative oxidoreductase,"Escherichia coli K12, complete genome.",NC_000913,1372987-1374039,b1313,7.500985416,7.472777544,7.416212315,7.563021859,7.500400363,7.540338516
b1314,TI83333S001277,CDS,putative epimerase/isomerase,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,1374049-1374846,b1314,10.33435419,10.23650453,10.23433671,10.29936735,10.29179841,10.44808205
b1315,TI83333S001278,CDS,putative NADH-dependent dehydrogenase,putative dehydrogenase,"Escherichia coli K12, complete genome.",NC_000913,1374856-1375911,b1315,8.850537837,8.786782115,8.839986154,8.891690977,8.758057499,8.969533326
b1316,TI83333S001279,CDS,putative enzyme,,"Escherichia coli K12, complete genome.",NC_000913,1375908-1378175,b1316,7.562851043,7.593555555,7.517617383,7.564071245,7.605084708,7.595151296
b1317,TI83333S001280,CDS,"putative beta phosphoglucomutase, contains a phophatase-like domain",putative beta-phosphoglucomutase,"Escherichia coli K12, complete genome.",NC_000913,1378172-1378831,b1317,6.947890517,6.924233335,6.929976124,6.990630382,6.885575395,6.968702338
b1318,TI83333S001281,CDS,putative ATP-binding component of a transport system,"putative sugar transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,1378845-1379813,b1318,7.816233731,7.551782471,7.563749538,7.664964646,7.619353276,7.695366368
b1319,TI83333S001282,CDS,outer membrane pore protein,outer membrane protein; go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,1379971-1380876,b1319,11.96470683,11.74134045,11.81800839,11.83819219,11.87689141,11.93740721
b1320,TI83333S001283,CDS,putative LACI-type transcriptional regulator,putative transcriptional repressor (GalR/LacI family); go_component: periplasmic space [goid 0042597]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,1380987-1381985,b1320,8.478716032,8.656133255,8.436399908,8.210229833,8.956348511,8.631474505
b1321,TI83333S001284,CDS,putative EC 2.1 enzyme,,"Escherichia coli K12, complete genome.",NC_000913,1382141-1383538,b1321,10.98717553,10.79339857,10.86861476,11.02065102,10.94502467,10.88480058
b1322,TI83333S001285,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1383535-1384596,b1322,11.01101676,10.92637374,10.84474842,10.88846662,11.02501097,11.07748016
b1323,TI83333S001286,CDS,"transcriptional regulation of aroF, aroG, tyrA and aromatic amino acid transport",transcriptional regulator of aromatic amino acid biosynthesis and aromatic amino acid transport (EBP family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,1384744-1386285,b1323,12.36471147,12.46164116,12.74500584,12.84845873,12.28800142,12.49268734
b1324,TI83333S001287,CDS,thiol peroxidase,antioxidant activity; thioredoxin-dependent thiol peroxidase; forms homodimers in solution; shows substrate specificity to alkyl hydroperoxides; periplasmic protein; go_component: periplasmic space [goid 0042597]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,1386329-1386835,b1324,14.62416017,14.8311162,14.6986551,14.49247602,14.94095066,14.86486228
b1325,TI83333S001288,CDS,"L-Ala-D/L-Glu epimerase, a muconate lactonizing enzyme",EcoGene suggests alternate start codon; putative muconate cycloisomerase I,"Escherichia coli K12, complete genome.",NC_000913,1386912-1387919,b1325,11.16959306,11.03469994,11.3493329,11.3046528,11.03744438,11.15662049
b1326,TI83333S001289,CDS,putative carboxypeptidase,,"Escherichia coli K12, complete genome.",NC_000913,1387894-1388682,b1326,11.09670525,11.20319219,11.26912476,11.39250562,11.1719442,11.23837091
b1327,TI83333S001290,CDS,"conserved hypothetical protein, alpha/beta-hydrolase domain",,"Escherichia coli K12, complete genome.",NC_000913,1388957-1389889,b1327,7.452112814,7.53652875,7.320049365,7.412420971,7.356575601,7.369452928
b1328,TI83333S001291,CDS,putative transcriptional regulator (LysR family),putative transcriptional regulator LYSR-type; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,1390015-1390914,b1328,9.920138331,9.731673687,9.772535987,9.793776542,9.66302399,9.598820277
b1329,TI83333S001292,CDS,periplasmic murein tripeptide (L-Ala-gamma-D-Glut-m-DAP) permease,EcoGene suggests alternate start codon; periplasmic murein tripeptide transport protein; negative regulator of multiple antibiotic resistance; go_component: periplasmic space [goid 0042597]; go_process: peptidoglycan metabolism [goid 0000270],"Escherichia coli K12, complete genome.",NC_000913,1391230-1392864,b1329,9.573471108,9.766436563,9.314265628,9.314492231,9.84063564,9.615372342
b1330,TI83333S001293,CDS,putative transmembrane protein,,"Escherichia coli K12, complete genome.",NC_000913,1392915-1393946,b1330,10.25278333,10.10105188,10.20300267,10.25498706,9.891875811,9.816083832
b1331,TI83333S001294,CDS,IS5 protein,IS5 transposase,"Escherichia coli K12, complete genome.",NC_000913,1394100-1395116,b1331,14.51185192,14.66309902,14.41907944,14.54140812,14.52728908,14.59354597
b1332,TI83333S001295,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1395389-1395646,b1332,14.5681978,14.54797139,13.88786503,13.90729447,14.82816861,14.47159192
b1333,TI83333S001296,CDS,"conserved protein, adenine nucleotide-binding domain",,"Escherichia coli K12, complete genome.",NC_000913,1395696-1396646,b1333,14.00597774,13.6665026,14.53278688,14.54226626,13.32474804,13.61462249
b1334,TI83333S001297,CDS,"transcriptional regulation of aerobic, anaerobic respiration, osmotic balance","transcriptional regulator of aerobic, anaerobic respiration, osmotic balance (CAMP-binding family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: anaerobic respiration [goid 0009061]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,1396798-1397550,b1334,14.05641478,14.23732673,13.90645058,13.78223978,14.50153111,14.42503343
b1335,TI83333S001298,CDS,O-6-alkylguanine-DNA/cysteine-protein methyltransferase,go_component: cytoplasm [goid 0005737]; go_process: DNA methylation [goid 0006306],"Escherichia coli K12, complete genome.",NC_000913,1397745-1398260,b1335,9.671602901,9.717443121,9.801592194,9.910883611,9.642691036,9.67148068
b1336,TI83333S001299,CDS,aminobenzoyl-glutamate transport protein,EcoGene suggests alternate start codon; putative p-aminobenzoyl-glutamate transport protein (AbgT family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,1398271-1399803,b1336,7.96558279,7.962487755,7.90199826,7.991021913,7.936032714,8.068144467
