gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_amox_1,WT_amox_2,WT_amox_3,512_amox_1,512_amox_2,512_amox_3
b1427,TI83333S001384,CDS,"acetyl transferase, modifies N-terminal serine of 50S ribosomal subunit protein L7/L12",ribosomal-protein-serine acetyltransferase; go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,1496962-1497501,b1427,10.81615118,10.69966012,10.65609089,11.19711726,11.00875438,11.03284312
b1428,TI83333S001385,CDS,putative LpxA-like enzyme,,"Escherichia coli K12, complete genome.",NC_000913,1497493-1498473,b1428,11.74934487,10.90788014,10.95929828,11.24621663,11.38008995,11.44478095
b1429,TI83333S001386,CDS,K+-tellurite ethidium and proflavin transport protein (TDT family),tellurite resistance protein; go_component: inner membrane [goid 0019866]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,1498597-1499589,b1429,10.11639955,9.949748101,10.00213372,10.38103684,10.51469834,10.444752
b1430,TI83333S001387,CDS,putative methyltransferase; tellurite resistance,tellurite resistance protein; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,1499586-1500179,b1430,12.026494,11.87791774,11.89870556,12.16307031,12.2832971,12.23938788
b1431,TI83333S001388,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1500481-1501149,b1431,11.29817609,11.23170049,11.03359211,10.79113519,10.87313827,10.73785755
b1432,TI83333S001389,CDS,putative transposase,,"Escherichia coli K12, complete genome.",NC_000913,1501681-1502889,b1432,11.23536624,11.15629819,11.21296446,11.57862854,11.52729428,11.59474317
b1433,TI83333S001390,CDS,putative benzoate transport protein (MFS family),EcoGene suggests alternate start codon; putative membrane transport protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,1502929-1504365,b1433,9.191477676,9.292233538,9.316117546,9.036048459,8.990953412,8.935162994
b1434,TI83333S001391,CDS,putative regulator,,"Escherichia coli K12, complete genome.",NC_000913,1504196-1504732,b1434,9.878904425,10.12603179,10.16924465,9.982741301,10.17470977,9.98100972
b1435,TI83333S001392,CDS,putative protease,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,1504763-1506766,b1435,10.33247115,11.10135268,10.98098275,10.51834465,10.61662438,10.45884162
b1436,TI83333S001393,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1506858-1507088,b1436,12.8288608,12.71660706,12.79150257,13.26677842,13.15489842,13.09644872
b1437,TI83333S001394,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1507274-1507471,b1437,6.872624097,6.763284015,6.81298932,6.963710148,6.907453317,6.895492189
b1438,TI83333S001395,CDS,putative regulator,,"Escherichia coli K12, complete genome.",NC_000913,1507511-1507948,b1438,9.722657332,9.844427578,9.698282274,10.33361565,10.37258525,10.25220631
b1439,TI83333S001396,CDS,bifunctional: putative transcriptional regulator (GntR family) (N-terminal); putative ATP-binding component of a transport system (C-terminal),"multi modular; putative transcriptional regulator; also putative ATP-binding component of a transport system; go_function: ATP-binding cassette (ABC) transporter activity [goid 0004009]; go_process: regulation of transcription, DNA-dependent [goid 0006355]","Escherichia coli K12, complete genome.",NC_000913,1508027-1509433,b1439,9.269633069,10.08573907,9.7718316,9.50842536,9.492245647,9.427039659
b1440,TI83333S001397,CDS,putative ABC transporter periplasmic binding protein,"putative transport protein (ABC superfamily, peri_bind); go_component: periplasmic space [goid 0042597]","Escherichia coli K12, complete genome.",NC_000913,1509678-1510823,b1440,9.83109578,9.624941006,9.609486559,9.138824603,9.099757682,9.353467054
b1441,TI83333S001398,CDS,putative ABC transporter ATP-binding protein,"putative sperimidine/putrescine transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,1510841-1511854,b1441,10.97681516,10.96884744,11.01644297,10.96624458,10.95203207,11.11443558
b1442,TI83333S001399,CDS,putative ABC transporter permease protein,"putative sperimidine/putrescine transport protein (ABC superfamily, membrane); go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,1511855-1512796,b1442,9.109551084,9.34337763,9.30952559,8.731198767,8.723536911,8.9228946
b1443,TI83333S001400,CDS,putative ABC transporter permease protein,"putative sperimidine/putrescine transport protein (ABC superfamily, membrane); go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,1512786-1513580,b1443,10.24809857,10.25946139,10.37337192,10.21487542,10.12362087,10.19139378
b1444,TI83333S001401,CDS,putative aldehyde dehydrogenase,,"Escherichia coli K12, complete genome.",NC_000913,1513602-1515026,b1444,11.39075809,11.22661559,11.17560961,10.94751718,11.0158726,11.03997395
b1445,TI83333S001402,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,1515338-1515586,b1445,10.16605012,10.53520149,10.32033832,10.13814547,10.06062543,10.0550457
b1446,TI83333S001403,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1515672-1515905,b1446,13.50501219,12.94460726,12.84034295,13.85506606,13.66316724,13.77661419
b1447,TI83333S001404,CDS,putative transport protein,,"Escherichia coli K12, complete genome.",NC_000913,1515906-1516355,b1447,11.89098214,11.55070385,11.59488598,12.2191512,12.09440496,12.17613139
b1448,TI83333S001405,CDS,hypothetical acetyltransferase,putative N-acetyltransferase; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,1516352-1516870,b1448,12.82584841,12.27944188,12.45879752,13.29570276,13.03562307,13.08213157
b1449,TI83333S001406,CDS,"putative dehydrogenase, NAD(P)-binding",EcoGene suggests alternate start codon; putative oxidoreductase,"Escherichia coli K12, complete genome.",NC_000913,1516958-1518088,b1449,12.84210152,12.57570625,12.56638438,12.27334328,12.29224821,12.40613436
b1450,TI83333S001407,CDS,hypothetical transcriptional regulator,"EcoGene suggests alternate start codon; putative transcriptional regulator (GntR familiy); go_process: transcription [goid 0006350]; go_process: regulation of transcription, DNA-dependent [goid 0006355]","Escherichia coli K12, complete genome.",NC_000913,1518229-1518951,b1450,10.40823131,10.13615564,10.08370999,9.367702096,9.45626379,9.470731024
b1451,TI83333S001408,CDS,probable tonB-dependent receptor,putative outer membrane porin/receptor; go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,1518987-1521089,b1451,10.29991792,11.45853294,11.3053808,10.41531363,10.51754112,10.34095843
b1452,TI83333S001409,CDS,putative receptor,,"Escherichia coli K12, complete genome.",NC_000913,1521331-1522392,b1452,14.04098516,13.96752351,13.91990146,14.4887031,14.43970849,14.13205166
b1453,TI83333S001410,CDS,L-asparagine permease,EcoGene suggests alternate start codon; L-asparagine transport protein (APC family); go_component: inner membrane [goid 0019866]; go_process: asparagine biosynthesis [goid 0006529],"Escherichia coli K12, complete genome.",NC_000913,1522505-1524055,b1453,9.882464612,10.396279,10.39004968,10.16256357,10.18717691,9.9868101
b1454,TI83333S001411,CDS,hypothetical GST-like protein,putative glutathione S-transferase,"Escherichia coli K12, complete genome.",NC_000913,1524271-1524888,b1454,11.03184268,10.91741107,10.97191118,10.6091278,10.80466467,10.68941459
b1455,TI83333S001412,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1524964-1525176,b1455,6.178442016,6.164777114,6.184646395,6.1064867,6.086976516,6.096843737
b1456,TI83333S001413,CDS,rhsE protein,,"Escherichia coli K12, complete genome.",NC_000913,1525914-1527962,b1456,9.248596652,9.244318889,9.181214832,9.342376008,9.298606365,9.303348598
b1457,TI83333S001414,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1527946-1528428,b1457,7.99439413,7.765660934,7.687743601,7.387800732,7.359801941,7.173132625
b1458,TI83333S001415,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1528610-1529356,b1458,8.53761805,8.467149057,8.340413985,8.406002052,8.336247729,8.197999972
b1459,TI83333S001416,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1529400-1529600,b1459,8.123291049,8.206455235,8.129792714,8.136038139,8.141552211,8.133160603
b1460,TI83333S001417,CDS,H repeat-associated protein (ORF-H),"conserved protein, similar to H-repeat associated proteins","Escherichia coli K12, complete genome.",NC_000913,1529840-1530976,b1460,9.642033471,9.508578098,9.610566201,9.697015861,10.0020433,9.907536418
b1461,TI83333S001418,CDS,4-oxalocrotonate tautomerase,4-OT; member of subfamily 5; forms a dimer; the function in the Escherichia coli cell is unknown,"Escherichia coli K12, complete genome.",NC_000913,1531076-1531309,b1461,11.39697749,11.36338717,11.23716193,11.33322804,11.47423885,11.35712009
b1462,TI83333S001419,CDS,putative enzyme,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,1531306-1531923,b1462,9.809285765,9.311334123,9.297899061,9.225125293,9.184345681,9.22642955
b1463,TI83333S001420,CDS,N-hydroxyarylamine O-acetyltransferase,go_process: metabolism [goid 0008152],"Escherichia coli K12, complete genome.",NC_000913,1532048-1532893,b1463,10.92516042,10.91043806,10.86153835,10.99478609,10.96215562,10.92974211
b1464,TI83333S001421,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,1532989-1533882,b1464,11.44690534,11.34608695,11.49540903,11.75322403,11.75094151,11.74771837
b1465,TI83333S001422,CDS,cryptic nitrate reductase 2 gamma subunit,"nitrate reductase 2, gamma subunit; go_component: inner membrane [goid 0019866]; go_function: electron acceptor activity [goid 0009054]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,1533961-1534641,b1465,10.18206766,10.30372795,10.38760186,10.43609229,10.60892024,10.53515993
b1466,TI83333S001423,CDS,cryptic nitrate reductase 2 delta subunit,"nitrate reductase 2, delta subunit, assembly function; go_process: anaerobic respiration [goid 0009061]; go_process: protein folding [goid 0006457]","Escherichia coli K12, complete genome.",NC_000913,1534638-1535333,b1466,10.09622258,10.09787433,10.22246205,10.12265112,10.44925586,10.43567434
b1467,TI83333S001424,CDS,cryptic nitrate reductase 2 beta subunit,"nitrate reductase 2, beta subunit; go_component: inner membrane [goid 0019866]; go_function: electron acceptor activity [goid 0009054]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,1535333-1536877,b1467,9.226373743,9.273717616,9.278190409,9.266498797,9.431645393,9.496907366
b1468,TI83333S001425,CDS,cryptic nitrate reductase 2 alpha subunit,"nitrate reductase 2, alpha subunit; go_component: inner membrane [goid 0019866]; go_function: electron acceptor activity [goid 0009054]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,1536874-1540614,b1468,8.875774003,8.822516343,8.856269652,8.726594661,8.881169589,8.893611233
b1469,TI83333S001426,CDS,nitrate extrusion protein (MFS family),nitrite extrusion protein 2; go_component: inner membrane [goid 0019866]; go_process: nitrogen metabolism [goid 0006807],"Escherichia coli K12, complete genome.",NC_000913,1540696-1542084,b1469,7.744079869,7.453517985,7.263395585,7.033805452,7.030260847,7.10134427
b1470,TI83333S001427,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,1542408-1542743,b1470,6.583414386,6.515671909,6.503536172,6.637200084,6.581301305,6.545521202
b1471,TI83333S001428,CDS,putative glycoportein,EcoGene suggests alternate start codon; putative glycoprotein with ribonuclease inhibitor domain; go_process: glycoprotein biosynthesis [goid 0009101],"Escherichia coli K12, complete genome.",NC_000913,1542782-1543738,b1471,6.094322174,6.101815705,6.108934017,6.115850392,6.128413282,6.124291989
b1472,TI83333S001429,CDS,putative outer membrane porin protein,go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,1543762-1544052,b1472,8.429003504,8.502377813,8.483793759,8.83607543,8.672260597,8.716973243
b1473,TI83333S001430,CDS,putative transmembrane protein,,"Escherichia coli K12, complete genome.",NC_000913,1544312-1545193,b1473,11.90727737,11.70004129,11.64433742,12.17991833,12.11435881,12.186362
b1474,TI83333S001431,CDS,"formate dehydrogenase-N, alpha subunit, nitrate-inducible","formate dehydrogenase-N, nitrate-inducible, alpha subunit; go_component: cytoplasm [goid 0005737]; go_function: electron donor activity [goid 0009053]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,1545425-1548472,b1474,9.525178368,9.320108259,9.403950917,9.783726616,9.938895135,9.989074675
b1475,TI83333S001432,CDS,"formate dehydrogenase-N, Fe-S beta subunit, nitrate-inducible","formate dehydrogenase-N, nitrate-inducible, iron-sulfur beta subunit; go_component: inner membrane [goid 0019866]; go_function: electron donor activity [goid 0009053]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,1548485-1549369,b1475,7.145005876,7.085099282,7.168623583,7.317871505,7.364989457,7.350438509
b1476,TI83333S001433,CDS,"formate dehydrogenase-N, cytochrome B556(Fdn) gamma subunit, nitrate-inducible","formate dehydrogenase-N, nitrate-inducible, cytochrome B556(Fdn) gamma subunit; go_component: inner membrane [goid 0019866]; go_function: electron donor activity [goid 0009053]; go_process: anaerobic respiration [goid 0009061]; go_process: cytochrome biogenesis [goid 0017004]","Escherichia coli K12, complete genome.",NC_000913,1549362-1550015,b1476,8.008637017,7.940173409,8.062189885,8.210630577,8.269215196,8.293690535
b1477,TI83333S001434,CDS,putative transcriptional regulator (OmpR family),"EcoGene suggests alternate start codon; go_process: regulation of transcription, DNA-dependent [goid 0006355]","Escherichia coli K12, complete genome.",NC_000913,1550422-1550784,b1477,11.5700356,11.34482462,11.33864206,11.84984332,11.72436102,11.70923597
b1478,TI83333S001435,CDS,alcohol dehydrogenase,similar to zinc-dependent eukaryotic ADH enzymes and distinct from fermentative ADHs; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,1550852-1551892,b1478,13.19846942,13.19867041,13.14167824,12.79148376,12.88695638,13.00089426
b1479,TI83333S001436,CDS,NAD-linked malate dehydrogenase,EcoGene suggests alternate start codon; NAD-linked malate dehydrogenase (malic enzyme); go_process: gluconeogenesis [goid 0006094],"Escherichia coli K12, complete genome.",NC_000913,1551996-1553720,b1479,13.56133161,13.46224511,13.40515686,13.58773354,13.58040861,13.55691254
b1480,TI83333S001437,CDS,30S ribosomal subunit protein S22; stationary phase-induced ribosome-associated protein,go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_function: structural constituent of ribosome [goid 0003735]; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,1553850-1553987,b1480,16.81241911,16.49508872,16.29042099,16.41399868,16.48111211,16.6460113
b1481,TI83333S001438,CDS,biofilm-dependent modulation protein,EcoGene suggests alternate start codon; unknown CDS,"Escherichia coli K12, complete genome.",NC_000913,1554089-1554367,b1481,13.19849206,12.98292783,13.18285479,12.86798657,12.40836562,12.64934579
